admin_pages,admin_seconds,info_pages,info_seconds,product_pages,product_seconds,bounce_rate,quit_rate,page_value,is_holiday,month,operating_system_id,browser_id,region_id,traffic_type_id,is_new_visitor,is_weekend,has_purchase
0,0.0,0,0.0,10,270.0,0.0,0.004,0.0,0.0,Mar,2,2,1,2,0,0,0
0,0.0,0,0.0,2,19.0,0.0,0.1,0.0,1.0,May,1,2,3,2,0,1,0
0,0.0,0,0.0,4,157.5,0.0,0.05,0.0,0.0,Nov,2,4,9,2,0,0,0
0,0.0,0,0.0,13,514.4166667,0.0,0.023992674,0.0,0.0,Nov,2,2,1,2,0,0,0
1,2.0,0,0.0,23,1016.1607140000001,0.024347826,0.02402746,0.0,0.0,Nov,3,2,2,13,0,0,0
0,0.0,2,193.5,29,2141.902778,0.029032258,0.042319508,0.0,0.0,Dec,2,2,1,3,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,6,4,0,1,0
4,71.5,0,0.0,42,758.75,0.0044444440000000005,0.015555556000000002,0.0,0.0,Mar,2,5,2,2,0,0,0
0,0.0,0,0.0,14,320.25,0.0,0.013333333000000001,52.17313647,0.0,Oct,2,2,1,3,0,1,1
0,0.0,0,0.0,9,355.5,0.022222222000000003,0.04444444400000001,0.0,0.0,Nov,3,2,1,3,0,0,0
0,0.0,3,103.5,30,1093.175,0.0125,0.028125,0.0,0.0,Dec,2,2,1,2,0,1,0
4,99.5,0,0.0,46,953.0686868999999,0.0,0.014285714,0.0,0.0,May,1,1,6,4,0,1,0
2,105.0,0,0.0,16,305.42857139999995,0.0,0.01875,0.0,0.2,May,1,8,3,11,0,0,0
3,22.0,0,0.0,15,259.75,0.0,0.010416667,88.80448992,0.0,Dec,2,2,1,2,0,1,1
11,213.9722222,4,92.3,86,3908.03349,0.015178571,0.023856289,5.659271218,0.0,Nov,1,2,7,1,0,0,0
0,0.0,0,0.0,24,743.75,0.0,0.016666667,0.0,0.0,Dec,2,2,2,2,1,1,0
0,0.0,0,0.0,27,392.46666669999996,0.0,0.0074074069999999995,0.0,0.0,May,1,1,3,2,0,0,0
1,6.0,0,0.0,7,212.0,0.0,0.025,0.0,0.0,Nov,1,1,1,3,0,0,0
0,0.0,0,0.0,39,1867.0333329999999,0.0,0.020512821,0.0,0.0,Nov,2,4,4,2,0,0,0
2,24.0,0,0.0,16,445.33333330000005,0.0044444440000000005,0.022222222000000003,0.0,0.0,Jul,2,2,9,2,0,0,0
0,0.0,0,0.0,34,1014.833333,0.011764706000000002,0.048529412,0.0,0.4,May,2,2,2,13,0,0,0
6,132.025,3,79.7,45,1620.141667,0.0,0.009333333000000001,0.0,0.0,Oct,1,1,1,2,0,0,0
3,104.0,0,0.0,34,2991.319444,0.005555556,0.026111111,0.0,0.0,Dec,2,2,4,1,0,0,0
0,0.0,0,0.0,8,258.8333333,0.0375,0.03125,0.0,0.0,May,3,2,6,4,0,1,0
0,0.0,2,45.75,42,1931.630952,0.0,0.008333333,0.0,0.0,Dec,1,1,6,1,0,1,0
0,0.0,0,0.0,13,334.75,0.0,0.030769231,0.0,0.0,Nov,2,2,1,2,0,0,0
0,0.0,0,0.0,20,1815.2797620000001,0.012280702,0.029239766,0.0,0.6,May,1,2,1,2,0,0,0
0,0.0,1,416.0,20,412.8333333,0.019047619,0.038095238,0.0,0.0,May,2,2,3,6,0,0,0
5,157.33333330000002,0,0.0,76,3923.586111,0.000865801,0.013675718,0.0,0.0,Nov,2,2,8,2,0,1,0
0,0.0,0,0.0,5,74.5,0.0,0.08,0.0,0.6,May,1,1,1,3,0,0,0
0,0.0,0,0.0,3,129.0,0.0,0.1,0.0,0.0,May,2,2,1,1,0,1,0
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.6,May,2,2,6,3,0,0,0
1,17.2,0,0.0,4,192.4,0.0,0.01,0.0,0.0,Sep,2,2,2,2,1,0,0
2,17.33333333,0,0.0,89,3401.3,0.0022222220000000003,0.014835979,5.133911853,0.0,Nov,2,2,1,2,0,1,0
4,55.75,0,0.0,19,685.95,0.0,0.017724868,7.1414285710000005,0.0,Mar,3,2,7,2,0,1,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,3,2,3,1,0,0,0
13,314.61071430000004,0,0.0,358,9760.690488,0.000830955,0.0040942109999999995,0.0,0.0,June,3,2,5,1,0,0,0
8,245.08333330000002,1,194.0,93,3646.966667,0.005154639,0.022696032,4.629470103,0.0,May,3,2,1,13,0,0,0
1,25.5,0,0.0,49,860.2083332999998,0.004081633,0.012380951999999999,0.0,0.0,Dec,2,2,2,10,0,1,0
2,55.0,1,36.0,24,914.5060606000001,0.015384615,0.016666667,0.0,0.4,May,3,2,8,3,0,0,0
16,427.0666666999999,3,111.0,122,3492.316304,0.006547137,0.015792366999999998,86.57772177,0.0,Nov,1,1,1,3,0,0,0
6,161.52,0,0.0,14,295.69743589999996,0.0,0.026315789,0.0,0.0,Nov,3,2,8,2,0,0,0
2,48.5,0,0.0,53,2438.075,0.005357143000000001,0.017261905,29.04476648,0.0,Nov,2,2,1,6,0,1,1
0,0.0,0,0.0,8,183.0,0.0,0.00625,0.0,0.0,Dec,2,4,4,1,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,June,1,1,3,2,0,0,0
0,0.0,4,14.0,8,284.7,0.016666667,0.047222222,0.0,0.0,Nov,3,2,7,2,0,0,1
0,0.0,0,0.0,3,39.0,0.0,0.022222222000000003,0.0,0.0,Mar,2,2,1,3,0,0,0
1,32.3,1,26.5,51,1068.357692,0.01372549,0.043697479000000004,7.570470024,0.0,Nov,2,10,2,2,0,0,0
2,178.3,2,148.1,39,2237.775,0.004761905,0.012857143,26.41021956,0.0,Oct,1,1,3,2,0,0,0
1,7.0,0,0.0,7,151.5,0.0,0.025,50.9925,0.0,May,2,2,1,1,0,0,1
4,91.33333333,0,0.0,27,759.0857143,0.0,0.0074074069999999995,9.065333333,0.0,May,1,10,1,3,0,1,0
4,562.0,0,0.0,22,1945.5,0.0,0.008333333,0.0,0.0,Dec,2,2,1,2,0,0,0
5,316.5,4,185.5,144,5757.853961,0.002968037,0.014030073999999998,0.0,0.0,Nov,1,1,1,2,0,0,0
0,0.0,0,0.0,39,905.6,0.012820513,0.021245421,0.0,0.0,May,3,2,1,3,0,0,0
0,0.0,5,14.0,31,750.5904762,0.0074074069999999995,0.036957672000000004,0.0,0.0,Mar,2,2,1,2,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,May,3,2,3,6,0,0,0
7,356.675,0,0.0,72,1636.258333,0.005333333000000001,0.007733333,0.0,0.0,Oct,2,2,4,4,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,8,13,9,20,0,0,0
3,52.53333333,0,0.0,16,2059.3,0.0,0.027777778,26.18852293,0.0,Jul,5,11,1,1,0,0,1
0,0.0,0,0.0,6,0.0,0.2,0.2,0.0,0.0,Nov,1,8,4,1,0,0,0
0,0.0,0,0.0,79,1562.866667,0.017721518999999998,0.02124774,0.0,0.8,May,3,2,1,13,0,0,0
3,86.1,2,28.4,2,5.0,0.0,0.033333333,0.0,0.0,Jul,2,2,1,5,1,0,0
0,0.0,0,0.0,21,685.1744047999999,0.028571429,0.043174603,0.0,0.0,Nov,1,1,8,1,0,1,1
0,0.0,0,0.0,28,2076.966667,0.003846154,0.017948718,0.0,0.0,Dec,2,2,8,2,0,0,0
0,0.0,0,0.0,28,859.3333332999998,0.0,0.0074074069999999995,17.50632106,0.0,Nov,4,1,6,2,1,0,1
0,0.0,0,0.0,1,10.0,0.0,0.1,0.0,0.0,Mar,3,2,3,9,0,1,0
0,0.0,0,0.0,9,597.0,0.111111111,0.144444444,0.0,0.2,May,2,4,6,3,0,0,0
10,163.6333333,1,294.0,80,1979.3,0.002325581,0.024224806,19.73335395,0.0,Nov,2,1,2,2,0,1,1
2,132.0,0,0.0,6,1564.0,0.04444444400000001,0.066666667,0.0,0.0,May,3,2,2,13,0,0,0
6,132.22,3,18.0,22,418.8444444,0.0,0.001020408,0.0,0.0,Oct,2,2,1,2,1,1,0
0,0.0,0,0.0,4,41.0,0.05,0.1,0.0,0.0,Mar,3,2,2,1,0,0,0
2,78.33333333,0,0.0,12,262.5,0.028571429,0.033333333,0.0,0.0,Mar,1,1,1,1,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Jul,1,1,3,4,0,1,0
4,38.5,1,308.0,14,582.0,0.0,0.021875,0.0,0.0,May,2,2,2,13,0,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,4,3,0,0,0
0,0.0,0,0.0,23,737.1666667000001,0.008695652,0.011594203,0.0,0.6,Feb,2,2,1,3,0,0,0
0,0.0,0,0.0,13,1985.0,0.016666667,0.05,0.0,0.0,Nov,4,1,7,6,0,0,0
1,150.5,0,0.0,18,635.3333332999999,0.0,0.011764706000000002,57.5907585,0.0,Nov,2,2,1,2,1,1,1
0,0.0,0,0.0,84,2524.194444,0.0,0.013730158999999999,0.0,0.0,Nov,2,2,1,3,0,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,4,1,3,0,0,0
0,0.0,1,30.5,24,1689.1345239999998,0.0,0.008,0.0,0.0,Nov,2,2,9,2,0,0,0
13,225.5386364,8,368.1547619,111,3874.2408729999997,0.006494118,0.021731397000000003,6.245397811,0.0,Nov,2,2,9,2,0,0,0
12,178.65,0,0.0,77,999.0133332999999,0.013636364,0.026893939,5.292014182,0.0,June,2,2,4,13,0,0,0
0,0.0,0,0.0,16,154.83333330000002,0.0,0.00625,0.0,0.0,Mar,2,4,7,1,0,0,0
0,0.0,0,0.0,13,390.5,0.038461537999999997,0.05384615400000001,0.0,0.0,Dec,2,2,1,13,0,0,0
9,65.54166667,0,0.0,6,744.1666667000001,0.0,0.004,0.0,0.0,Dec,2,4,1,2,0,0,0
7,253.4,0,0.0,12,832.7,0.0,0.004761905,0.0,0.0,June,2,5,3,5,1,0,0
0,0.0,0,0.0,3,311.0,0.1,0.166666667,0.0,0.6,May,1,1,1,3,0,0,0
0,0.0,1,0.0,10,210.25,0.0,0.018181818,0.0,0.0,Nov,1,1,1,2,1,0,0
1,218.6,0,0.0,19,513.1622222,0.003333333,0.0075,0.0,0.0,Aug,3,2,1,2,0,0,0
0,0.0,0,0.0,2,5.0,0.0,0.1,0.0,0.0,Mar,2,2,3,1,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,3,2,9,13,0,1,0
0,0.0,0,0.0,18,356.0,0.011111111000000002,0.038888888999999996,0.0,0.2,May,3,2,3,13,0,0,0
1,11.0,0,0.0,51,1059.253472,0.010588235,0.022643039,0.0,0.0,Mar,3,2,6,3,0,0,0
2,21.0,0,0.0,25,278.1366667,0.0,0.007692308,77.45798549999999,0.0,Nov,2,2,7,2,1,0,0
0,0.0,0,0.0,7,155.0,0.066666667,0.1,0.0,0.0,May,2,2,1,4,0,0,0
0,0.0,0,0.0,23,935.9,0.004347826,0.024637681,0.0,0.0,Dec,2,2,1,2,1,0,0
0,0.0,0,0.0,8,724.2,0.022222222000000003,0.03968254,5.091914289,0.0,Nov,1,1,3,1,0,0,1
0,0.0,0,0.0,13,427.3,0.0,0.038461537999999997,0.0,0.0,Sep,2,5,1,1,0,0,0
0,0.0,0,0.0,3,27.2,0.133333333,0.133333333,0.0,0.0,Oct,3,2,4,1,0,0,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.6,May,2,2,3,3,0,0,0
3,110.5,0,0.0,10,284.0,0.0,0.008333333,0.0,1.0,May,1,8,1,11,1,1,0
1,20.0,1,35.5,35,946.5952381000001,0.0,0.013333333000000001,0.0,0.0,Nov,2,2,1,2,0,0,0
0,0.0,0,0.0,5,147.5,0.0,0.04,0.0,0.0,Dec,2,2,2,8,0,0,0
0,0.0,0,0.0,18,1748.0,0.047058824000000006,0.064705882,0.0,0.0,May,1,1,1,3,0,0,0
0,0.0,0,0.0,13,187.0,0.0,0.0,0.0,0.0,Sep,2,5,4,1,0,0,0
18,255.7166667,0,0.0,184,7706.546429000001,0.0020833329999999997,0.013793271000000001,6.738395238,0.0,May,2,2,9,6,0,0,0
0,0.0,2,6.333333333,16,301.3333333,0.033333333,0.088888889,0.0,0.0,Nov,2,2,3,2,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,2,1,0,0,0
6,128.5,0,0.0,68,1080.15,0.0,0.0017156860000000001,0.0,0.8,May,2,2,2,2,1,0,0
0,0.0,0,0.0,6,116.5,0.0,0.066666667,0.0,0.0,Mar,2,2,2,3,0,1,0
3,57.5,0,0.0,37,1269.645833,0.014197531000000001,0.012037036999999999,0.0,0.0,Nov,1,1,4,1,0,1,0
1,0.0,1,60.0,43,1131.808333,0.028787879,0.047348485,0.0,0.0,Mar,1,1,1,3,0,0,0
0,0.0,0,0.0,3,780.0,0.066666667,0.066666667,0.0,0.4,Feb,2,4,1,3,0,0,0
5,130.3333333,1,68.0,57,2660.245238,0.000847458,0.003954802,59.1244678,0.0,May,1,1,6,4,0,0,0
0,0.0,0,0.0,17,65.0,0.047058824000000006,0.07647058799999999,0.0,0.8,May,2,2,1,3,0,0,0
2,233.5,0,0.0,36,1081.666667,0.025,0.046851852,0.0,0.0,Nov,2,2,9,1,0,0,0
0,0.0,1,8.0,21,936.6428571,0.004545455,0.008987603,0.0,0.0,Nov,1,1,3,2,0,1,0
0,0.0,0,0.0,29,809.1666667000001,0.017857143,0.032142857000000004,0.0,0.0,May,2,6,1,3,0,0,0
0,0.0,0,0.0,58,1893.4444440000002,0.002380952,0.019047619,0.0,0.0,Nov,1,1,6,10,0,1,1
4,20.0,0,0.0,34,461.2333333000001,0.0,0.022685185,0.0,0.0,Jul,2,4,1,4,0,1,0
9,201.3666667,1,204.0,116,2764.290278,0.000655738,0.005854801,42.7752197,0.0,Nov,3,2,2,2,0,0,1
15,238.68380950000002,0,0.0,33,799.1049417,0.004347826,0.017574237,19.03293603,0.0,Sep,3,2,3,2,0,1,0
0,0.0,0,0.0,3,27.0,0.066666667,0.1,0.0,0.6,May,2,2,1,3,0,0,0
8,177.66666669999998,1,23.0,56,2581.355128,0.0032786890000000004,0.011373326000000001,0.0,0.0,Nov,3,2,3,2,0,1,0
0,0.0,1,37.0,15,497.33333330000005,0.0125,0.0375,0.0,0.0,Mar,1,1,2,1,0,0,0
1,6.0,0,0.0,21,332.8,0.0,0.008695652,0.0,0.0,Sep,2,5,4,5,0,1,0
1,64.5,0,0.0,41,961.25,0.0025,0.020714286000000002,0.0,0.0,Dec,2,2,1,2,1,0,0
2,16.5,0,0.0,48,869.1,0.008510638000000001,0.014967916000000001,3.060765957,0.0,May,2,10,4,3,0,0,0
4,120.5,0,0.0,66,3960.646154,0.0029411759999999998,0.013663063999999999,0.0,0.0,Mar,2,4,1,1,0,0,0
1,18.2,0,0.0,17,225.68,0.0,0.0037037040000000004,0.0,0.0,Nov,2,10,1,2,0,0,0
3,60.4,0,0.0,4,25.8,0.0,0.04,0.0,0.0,Jul,1,1,3,4,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,May,2,2,1,11,0,0,0
0,0.0,0,0.0,50,1241.75,0.0,0.008163265,47.83758971,0.0,Nov,2,10,1,2,1,0,1
2,25.0,0,0.0,36,1445.6,0.005714286,0.036190476,0.0,1.0,May,3,3,3,2,0,1,0
15,161.76441100000002,7,227.25,104,6254.4201219999995,0.028065242,0.036927442000000005,3.4312103169999997,0.0,May,3,2,1,2,0,1,0
4,391.3,0,0.0,24,1015.3,0.0,0.004166667,61.91792063,0.0,Aug,2,2,3,2,1,0,1
0,0.0,0,0.0,5,266.3333333,0.04,0.08,0.0,0.0,Mar,3,2,1,3,0,0,0
1,6.0,0,0.0,29,354.8333333,0.0,0.010344828,0.0,0.0,May,1,1,1,1,0,1,0
0,0.0,0,0.0,4,46.25,0.0,0.1,0.0,0.0,Nov,1,1,1,2,0,0,1
0,0.0,0,0.0,3,1952.5,0.066666667,0.12222222199999999,0.0,0.0,Nov,1,1,2,1,0,0,0
0,0.0,0,0.0,11,461.0,0.036363636,0.054545455,0.0,0.0,Dec,2,2,5,6,0,0,0
4,56.0,2,120.0,36,998.7416667000001,0.0,0.014736467,19.44707913,0.2,Feb,2,2,4,1,0,0,0
7,186.9761905,2,40.0,35,1276.157071,0.0,0.008681765,0.0,0.0,Mar,1,1,6,2,0,0,0
4,83.6,0,0.0,42,3333.076068,0.011627907,0.027506986,0.0,0.0,Aug,1,2,1,2,0,0,0
3,13.0,0,0.0,16,226.5,0.0,0.013333333000000001,0.0,0.0,Mar,2,5,1,2,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,2,4,1,10,0,1,0
5,84.25,0,0.0,19,409.75,0.0,0.01038961,0.0,0.0,Mar,3,2,2,3,1,0,0
4,298.0,1,0.0,14,625.0,0.0,0.0125,0.0,0.0,May,1,1,6,2,1,0,0
3,179.0,0,0.0,15,432.75,0.0,0.011111111000000002,0.0,0.0,Dec,2,2,1,2,1,0,0
7,84.55,0,0.0,48,805.0992978999999,0.0,0.031196581,8.781144231,0.0,May,2,2,1,2,0,0,0
1,15.2,0,0.0,30,515.5333333000001,0.0,0.016666667,0.0,0.0,Sep,2,2,1,2,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,2,3,0,0,0
0,0.0,0,0.0,27,780.1666667000001,0.0,0.022222222000000003,0.0,0.0,Mar,2,4,3,2,0,0,0
0,0.0,0,0.0,17,1059.575,0.0,0.011764706000000002,62.76294758,0.0,Nov,2,2,1,2,1,0,1
6,75.0,0,0.0,33,1930.3333329999998,0.012222222,0.039074074,0.0,0.0,May,2,2,4,11,0,0,0
5,825.0,0,0.0,33,808.1666667000001,0.0,0.005405405,20.85956757,0.0,Mar,2,4,9,10,1,0,1
7,146.7,5,195.0,42,1717.6666670000002,0.001960784,0.029981326000000003,0.0,0.0,Dec,2,2,1,2,0,0,0
1,0.0,0,0.0,6,261.6666667,0.071428571,0.125714286,0.0,0.0,June,3,2,2,4,0,0,0
3,55.0,0,0.0,19,436.0,0.0,0.013636364,49.54827273,0.0,May,2,2,4,2,0,1,1
0,0.0,0,0.0,7,337.5,0.028571429,0.023809524,0.0,0.4,Feb,4,1,3,3,0,0,0
0,0.0,0,0.0,13,229.5,0.0,0.015384615,0.0,0.0,May,2,2,5,2,0,0,0
6,141.0,0,0.0,47,830.3411669,0.004421769,0.028456454,0.0,0.0,Aug,1,1,4,2,0,0,0
2,45.5,0,0.0,22,535.0,0.0,0.025,9.650250036000001,0.0,Nov,2,2,3,11,0,1,1
0,0.0,0,0.0,3,23.0,0.04444444400000001,0.111111111,0.0,0.8,May,2,2,6,1,0,0,0
2,70.6,0,0.0,23,2244.416667,0.0,0.009090909,0.0,0.0,Aug,2,2,3,3,0,0,0
5,154.2,0,0.0,12,269.5357143,0.0044444440000000005,0.006111111,0.0,0.0,Aug,3,2,1,4,0,0,0
0,0.0,0,0.0,2,41.5,0.0,0.1,0.0,0.0,Dec,2,2,5,1,0,0,0
1,2.0,0,0.0,5,86.6,0.0,0.1,0.0,0.0,Sep,3,2,3,2,0,0,0
0,0.0,0,0.0,12,417.0,0.1,0.125,0.0,0.6,May,2,5,1,3,0,0,0
1,6.0,0,0.0,24,302.9833333,0.018181818,0.022727273,0.0,0.6,May,3,2,1,3,0,0,0
3,117.5,0,0.0,14,285.4166667,0.0,0.00625,0.0,0.0,May,3,2,1,2,1,1,0
4,80.5,0,0.0,27,472.5,0.0,0.015384615,0.0,0.0,Dec,4,1,3,1,0,1,0
0,0.0,0,0.0,77,3332.208333,0.002040816,0.024719927000000003,0.0,0.6,May,2,2,3,6,0,0,0
2,110.0,0,0.0,4,125.0,0.0,0.016666667,0.0,0.0,Mar,3,2,2,1,0,0,0
5,77.1,6,60.3,5,944.8,0.0,0.015384615,0.0,0.0,Sep,2,2,3,2,1,0,0
0,0.0,0,0.0,75,1289.25,0.005479451999999999,0.017351598,11.8290411,0.8,May,2,2,1,4,0,0,1
2,15.0,0,0.0,33,2081.5,0.0,0.017142857,0.0,0.6,May,2,10,1,3,0,0,0
4,601.9,0,0.0,41,2517.583333,0.007751938000000001,0.013881932,20.55494533,0.0,Sep,3,2,1,1,0,0,1
0,0.0,0,0.0,12,364.75,0.025,0.025,0.0,0.0,Nov,2,6,3,2,0,0,0
5,419.0,0,0.0,14,362.1029825,0.022916667,0.021979167,3.164088313,0.0,Jul,3,2,3,2,0,1,1
0,0.0,0,0.0,4,214.33333330000002,0.0,0.05,0.0,0.0,Nov,1,1,9,3,0,0,0
2,199.0,0,0.0,10,155.0,0.0,0.045454545,0.0,0.0,May,2,2,3,1,0,0,0
0,0.0,0,0.0,12,592.5,0.0,0.022222222000000003,0.0,0.0,Dec,2,2,1,2,0,0,0
2,267.0,0,0.0,8,214.33333330000002,0.04,0.055,0.0,0.0,May,3,2,1,3,0,0,0
9,174.475,0,0.0,43,895.9731685,0.0,0.009929078000000001,30.66624113,0.0,May,1,2,6,2,0,0,1
0,0.0,0,0.0,100,2852.013141,0.000444444,0.024301656,0.0,0.0,Dec,2,2,1,2,0,0,0
0,0.0,0,0.0,10,386.5,0.0,0.01,0.0,0.0,Nov,2,4,6,8,0,0,0
1,15.0,1,0.0,62,969.15,0.001092896,0.027790787999999997,0.0,0.0,May,2,2,3,2,0,0,0
0,0.0,0,0.0,51,1655.358333,0.0,0.013071895,0.0,0.0,Nov,2,2,1,2,0,1,0
3,107.0,0,0.0,45,2502.966667,0.0,0.008510638000000001,9.702113281,0.0,Mar,2,4,1,2,1,1,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,May,2,2,6,1,0,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,3,2,0,1,0
0,0.0,1,0.0,1,44.0,0.0,0.1,0.0,0.0,Mar,2,2,6,2,0,1,0
0,0.0,0,0.0,9,444.0,0.0,0.04444444400000001,0.0,0.0,Nov,2,2,6,13,0,0,0
0,0.0,0,0.0,9,415.8333333,0.0,0.0125,0.0,0.0,Mar,3,2,9,2,1,0,0
5,266.0,0,0.0,29,730.35,0.006060606,0.026262626,32.91300914,0.0,Nov,4,1,8,1,0,0,1
0,0.0,1,17.75,65,6203.690476,0.007395833,0.027280667999999998,0.0,0.0,Dec,2,1,1,2,0,0,0
1,8.0,0,0.0,6,189.75,0.0,0.019047619,0.0,0.0,Nov,1,1,7,2,0,0,0
0,0.0,0,0.0,3,15.0,0.066666667,0.133333333,0.0,0.0,Nov,2,2,1,3,0,0,0
0,0.0,0,0.0,4,44.0,0.025,0.083333333,0.0,0.2,May,2,2,5,6,0,0,0
0,0.0,0,0.0,7,117.0,0.0,0.028571429,0.0,0.0,May,2,10,6,1,0,1,0
0,0.0,0,0.0,4,69.0,0.0,0.05,0.0,0.0,Nov,3,2,1,3,0,0,0
0,0.0,0,0.0,2,53.5,0.05,0.15,0.0,0.0,Dec,3,3,5,20,0,0,0
0,0.0,0,0.0,8,676.0,0.0,0.05,0.0,0.0,May,2,2,2,13,0,0,0
4,204.5,0,0.0,12,159.0,0.0,0.026666667,0.0,0.0,May,1,1,4,2,1,1,0
0,0.0,0,0.0,9,242.75,0.0,0.074074074,0.0,0.0,Nov,2,5,7,2,0,0,0
0,0.0,0,0.0,5,137.0,0.0,0.04,0.0,0.0,Oct,2,4,9,2,0,0,0
4,151.8,0,0.0,10,265.4,0.0,0.007692308,0.0,0.0,Jul,1,1,1,5,1,0,0
0,0.0,0,0.0,2,5.0,0.0,0.1,0.0,0.0,Mar,2,2,9,1,0,0,0
0,0.0,0,0.0,9,171.5,0.0,0.022222222000000003,0.0,0.0,Nov,2,2,2,13,0,0,0
5,211.25,0,0.0,22,1344.75,0.034782609,0.048447205,0.0,0.0,Nov,3,2,2,8,0,0,0
0,0.0,0,0.0,11,304.0,0.0,0.018181818,0.0,0.0,May,2,2,3,4,0,0,0
3,875.0,0,0.0,34,780.7916667000001,0.0,0.015675676,0.0,0.0,Dec,4,2,3,2,0,1,0
13,448.06212120000004,2,504.5,171,5341.784253,0.009401851,0.016398799,12.09622118,0.0,Nov,3,2,1,13,0,0,1
4,131.0,1,0.0,39,1752.942857,0.020075188,0.03374269,0.0,0.2,May,1,1,3,4,0,0,0
4,53.4,0,0.0,4,53.4,0.0,0.025,0.0,0.0,Oct,1,1,7,5,1,0,0
5,59.5,0,0.0,116,3363.182143,0.000420168,0.014048347,0.0,0.0,Nov,2,2,1,2,0,0,0
3,9.0,0,0.0,22,169.5,0.009090909,0.031818182,0.0,0.0,May,2,4,4,3,0,0,0
4,173.25,0,0.0,16,2041.0833329999998,0.04,0.055,0.0,0.0,May,3,2,6,3,0,0,0
7,156.0,0,0.0,60,2126.461941,0.00808768,0.017066636,0.0,0.0,Mar,3,2,4,2,0,0,0
0,0.0,0,0.0,2,4.0,0.0,0.1,0.0,0.0,Mar,2,2,4,1,0,0,0
12,138.91666669999998,0,0.0,14,1352.75,0.0,0.023684211,0.0,0.0,Dec,2,2,1,2,0,0,0
2,126.75,0,0.0,22,2281.583333,0.02969697,0.043686869,0.0,0.0,Dec,3,2,2,3,0,0,0
10,367.6333333,5,74.5,181,4287.960606000001,0.0,0.012467279,4.529635712,0.0,Oct,2,2,4,1,0,0,0
2,40.8,0,0.0,45,1668.125238,0.0044444440000000005,0.024107744,47.57360345,0.0,Sep,1,1,4,2,0,0,0
3,31.33333333,0,0.0,33,1077.869048,0.0015625,0.01953125,0.0,0.0,Mar,3,2,6,2,0,0,0
0,0.0,2,5.0,5,122.4,0.028571429,0.042857143,0.0,0.0,Jul,3,2,2,4,0,1,0
3,61.66666667,0,0.0,40,2872.916667,0.0,0.011965812,22.20401709,0.0,May,2,4,3,6,0,0,0
7,286.8333333,7,373.5,15,176.5,0.048,0.052000000000000005,0.0,0.0,May,3,2,3,4,0,0,0
0,0.0,0,0.0,11,1197.8,0.0,0.01,0.0,0.0,Oct,2,2,3,20,0,0,0
1,38.0,1,16.0,30,1522.816667,0.026666667,0.027333332999999998,0.0,0.0,May,3,2,2,13,0,0,0
0,0.0,0,0.0,89,1638.888095,0.014367816,0.040659551,0.0,0.8,May,2,2,6,11,0,0,0
6,218.66666669999998,0,0.0,24,1737.0,0.006896551999999999,0.015172413999999999,23.51599702,0.0,Nov,1,1,6,10,0,1,1
0,0.0,0,0.0,27,1316.035714,0.0,0.022222222000000003,0.0,0.0,Nov,2,2,1,1,0,0,0
3,27.0,0,0.0,21,898.0,0.015384615,0.042307692,10.94723077,0.6,May,2,2,1,3,0,0,1
11,82.23484848,0,0.0,440,9951.869139,0.00185022,0.01009842,1.5583813880000001,1.0,May,2,2,1,20,0,1,0
1,38.0,0,0.0,16,727.7142857000001,0.038888888999999996,0.045198413,18.66333333,0.0,May,3,2,4,4,0,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,1,1,4,1,0,0,0
3,152.5,5,243.5,43,3065.945238,0.0,0.011666667,3.3110800000000005,0.0,Mar,1,2,1,1,0,1,1
0,0.0,0,0.0,1,8.0,0.0,0.0,0.0,0.0,Sep,2,2,2,1,0,0,0
5,57.4,0,0.0,21,423.5,0.0,0.008695652,0.0,0.0,Sep,2,2,1,2,0,0,0
0,0.0,0,0.0,6,224.0,0.0,0.016666667,0.0,0.0,May,4,1,3,2,0,0,0
15,290.2934078,2,302.0,49,2011.513765,0.020689655,0.024273772000000002,10.74211393,0.0,Nov,1,1,2,2,0,0,0
